product_id,invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,product_group,product_name,stock
TW210,543370,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,2/7/2024 14:51,2.95,12359,CLOTH,TOWELS,282
TW210,543737,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,2/11/2024 12:45,2.95,12477,CLOTH,TOWELS,276
TW210,544470,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,2/21/2024 8:38,2.95,12707,CLOTH,TOWELS,270
PEN209,544115,22418,10 COLOUR SPACEBOY PEN,24,2/16/2024 11:45,0.85,12727,STATIONERY,PEN,2856
,544115,22436,12 COLOURED PARTY BALLOONS,20,2/16/2024 11:45,0.65,12727,,,
PNT224,544585,22282,12 EGG HOUSE PAINTED WOOD,2,2/21/2024 14:58,12.75,12523,STATIONERY,PAINT,2000
,543828,21447,12 IVORY ROSE PEG PLACE SETTINGS,12,2/14/2024 9:45,1.25,14156,,,
,544074,21447,12 IVORY ROSE PEG PLACE SETTINGS,5,2/15/2024 14:49,1.25,14156,,,
PEN209,543989,20973,12 PENCIL SMALL TUBE WOODLAND,384,2/15/2024 9:52,0.55,12415,STATIONERY,PEN,4296
PEN209,544573,20973,12 PENCIL SMALL TUBE WOODLAND,144,2/21/2024 13:40,0.65,12621,STATIONERY,PEN,4152
PEN209,543027,20975,12 PENCILS SMALL TUBE RED RETROSPOT,48,2/2/2024 14:51,0.65,12414,STATIONERY,PEN,3520
PEN209,543459,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2/8/2024 13:28,0.65,12599,STATIONERY,PEN,3496
PEN209,544115,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2/16/2024 11:45,0.65,12727,STATIONERY,PEN,3472
PEN209,543027,20974,12 PENCILS SMALL TUBE SKULL,24,2/2/2024 14:51,0.65,12414,STATIONERY,PEN,2442
PEN209,544115,20974,12 PENCILS SMALL TUBE SKULL,24,2/16/2024 11:45,0.65,12727,STATIONERY,PEN,2418
PEN209,544069,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2/15/2024 14:17,0.85,12616,STATIONERY,PEN,3988
PEN209,C544679,20983,12 PENCILS TALL TUBE RED RETROSPOT,4,2/22/2024 16:15,0.85,12616,STATIONERY,PEN,3984
PEN209,544069,20981,12 PENCILS TALL TUBE WOODLAND,12,2/15/2024 14:17,0.85,12616,STATIONERY,PEN,1776
,544074,84461,12 PINK HEN+CHICKS IN BASKET,1,2/15/2024 14:49,2.55,14156,,,
,544074,21445,12 PINK ROSE PEG PLACE SETTINGS,4,2/15/2024 14:49,1.25,14156,,,
,543828,21446,12 RED ROSE PEG PLACE SETTINGS,12,2/14/2024 9:45,1.25,14156,,,
,544074,21446,12 RED ROSE PEG PLACE SETTINGS,6,2/15/2024 14:49,1.25,14156,,,
BK227,544074,21458,2 PICTURE BOOK EGGS EASTER BUNNY,4,2/15/2024 14:49,1.25,14156,STATIONERY,BOOK,70
BK227,544996,21458,2 PICTURE BOOK EGGS EASTER BUNNY,12,2/25/2024 11:53,1.25,12474,STATIONERY,BOOK,58
BK227,544996,21456,2 PICTURE BOOK EGGS EASTER CHICKS,12,2/25/2024 11:53,1.25,12474,STATIONERY,BOOK,15
BK227,544074,21457,2 PICTURE BOOK EGGS EASTER DUCKS,4,2/15/2024 14:49,1.25,14156,STATIONERY,BOOK,7
,543370,22567,20 DOLLY PEGS RETROSPOT,12,2/7/2024 14:51,1.25,12359,,,
,543550,22567,20 DOLLY PEGS RETROSPOT,12,2/10/2024 9:43,1.25,12601,,,
,543828,22567,20 DOLLY PEGS RETROSPOT,12,2/14/2024 9:45,1.25,14156,,,
,543899,22567,20 DOLLY PEGS RETROSPOT,9,2/14/2024 12:11,1.25,,,,
,544074,22567,20 DOLLY PEGS RETROSPOT,4,2/15/2024 14:49,1.25,14156,,,
,544355,22567,20 DOLLY PEGS RETROSPOT,12,2/18/2024 10:53,1.25,12714,,,
,544468,22567,20 DOLLY PEGS RETROSPOT,12,2/21/2024 8:33,1.25,,,,
,544074,22315,200 RED + WHITE BENDY STRAWS,1,2/15/2024 14:49,1.25,14156,,,
HH222,543737,22244,3 HOOK HANGER MAGIC GARDEN,36,2/11/2024 12:45,1.95,12477,UTENSIL,HOOK HANGER,299
HH222,545072,22244,3 HOOK HANGER MAGIC GARDEN,12,2/28/2024 8:43,1.95,12781,UTENSIL,HOOK HANGER,287
HH222,542782,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,4,2/1/2024 10:00,8.5,12712,UTENSIL,HOOK HANGER,87
HH222,543114,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2/3/2024 13:26,8.5,14156,UTENSIL,HOOK HANGER,85
HH222,C543175,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2/4/2024 9:46,8.5,12712,UTENSIL,HOOK HANGER,83
,544075,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,144,2/15/2024 14:50,1.85,14156,,,
,545051,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2/27/2024 11:58,2.1,12599,,,
,545086,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,12,2/28/2024 11:43,2.1,12678,,,
FC221,543178,22150,3 STRIPEY MICE FELTCRAFT,6,2/4/2024 10:31,1.95,14911,ACCESSORIES,FELTCRAFT,863
CK227,543370,22839,3 TIER CAKE TIN GREEN AND CREAM,2,2/7/2024 14:51,14.95,12359,KITCHENWARE,CAKE CASE,560
CK227,544075,22839,3 TIER CAKE TIN GREEN AND CREAM,16,2/15/2024 14:50,12.75,14156,KITCHENWARE,CAKE CASE,544
CK227,543370,22838,3 TIER CAKE TIN RED AND CREAM,2,2/7/2024 14:51,14.95,12359,KITCHENWARE,CAKE CASE,448
CK227,544075,22838,3 TIER CAKE TIN RED AND CREAM,16,2/15/2024 14:50,12.75,14156,KITCHENWARE,CAKE CASE,432
CK227,C545033,22838,3 TIER CAKE TIN RED AND CREAM,96,2/25/2024 16:26,12.75,14156,KITCHENWARE,CAKE CASE,336
,544996,22824,3 TIER SWEETHEART GARDEN SHELF,1,2/25/2024 11:53,35.95,12474,,,
,543899,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,12,2/14/2024 12:11,2.1,,,,
