product_id,invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,product_group,product_name,stock
,548664,22167, OVAL WALL MIRROR DIAMANTE ,5,4/1/2024 14:45,9.95,14911,,,
TW210,550827,22900, SET 2 TEA TOWELS I LOVE LONDON ,12,4/21/2024 10:16,3.25,12670,CLOTH,TOWELS,180
,549274,23007, SPACEBOY BABY GIFT SET,1,4/7/2024 13:07,16.95,12721,,,
,549680,23007, SPACEBOY BABY GIFT SET,1,4/11/2024 13:02,16.95,12701,,,
BXS229,548664,21448,12 DAISY PEGS IN WOOD BOX,12,4/1/2024 14:45,1.65,14911,BOX,BOXES,2500
BXS229,549118,21448,12 DAISY PEGS IN WOOD BOX,12,4/6/2024 13:18,1.65,14911,BOX,BOXES,2488
BXS229,549196,21448,12 DAISY PEGS IN WOOD BOX,12,4/7/2024 10:33,1.65,14911,BOX,BOXES,2476
PNT224,549118,22282,12 EGG HOUSE PAINTED WOOD,2,4/6/2024 13:18,12.75,14911,STATIONERY,PAINT,1996
PEN209,550527,20984,12 PENCILS TALL TUBE POSY,12,4/19/2024 10:48,0.85,12476,STATIONERY,PEN,2688
,548664,84461,12 PINK HEN+CHICKS IN BASKET,12,4/1/2024 14:45,2.55,14911,,,
HH222,550137,22244,3 HOOK HANGER MAGIC GARDEN,36,4/14/2024 13:59,1.95,12477,UTENSIL,HOOK HANGER,239
,550527,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,4/19/2024 10:48,2.1,12476,,,
CK227,C549955,22839,3 TIER CAKE TIN GREEN AND CREAM,2,4/13/2024 13:38,14.95,12359,KITCHENWARE,CAKE CASE,494
CK227,551013,22839,3 TIER CAKE TIN GREEN AND CREAM,1,4/26/2024 10:54,14.95,15108,KITCHENWARE,CAKE CASE,493
PEN209,549274,20979,36 PENCILS TUBE RED RETROSPOT,16,4/7/2024 13:07,1.25,12721,STATIONERY,PEN,7288
PEN209,549196,20977,36 PENCILS TUBE WOODLAND,16,4/7/2024 10:33,1.25,14911,STATIONERY,PEN,6022
PEN209,549274,20977,36 PENCILS TUBE WOODLAND,16,4/7/2024 13:07,1.25,12721,STATIONERY,PEN,6006
PEN209,551258,20977,36 PENCILS TUBE WOODLAND,32,4/27/2024 12:02,1.25,12621,STATIONERY,PEN,5974
,549118,22620,4 TRADITIONAL SPINNING TOPS,12,4/6/2024 13:18,1.45,14911,,,
,550313,22620,4 TRADITIONAL SPINNING TOPS,12,4/17/2024 11:21,1.45,12681,,,
HH222,550137,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,24,4/14/2024 13:59,1.65,12477,UTENSIL,HOOK HANGER,984
