product_id,invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,product_group,product_name,stock
,561507,23345, DOLLY GIRL BEAKER,12,7/27/2024 14:21,1.25,12397,,,
,560451,23007, SPACEBOY BABY GIFT SET,2,7/19/2024 9:50,16.95,14911,,,
,561194,23007, SPACEBOY BABY GIFT SET,3,7/25/2024 13:54,16.95,13814,,,
,561507,23007, SPACEBOY BABY GIFT SET,2,7/27/2024 14:21,16.95,12397,,,
PEN209,558684,22418,10 COLOUR SPACEBOY PEN,24,7/1/2024 11:29,0.85,14016,STATIONERY,PEN,2424
PEN209,559134,22418,10 COLOUR SPACEBOY PEN,48,7/6/2024 13:14,0.85,12700,STATIONERY,PEN,2376
PEN209,559557,22418,10 COLOUR SPACEBOY PEN,24,7/11/2024 10:33,0.85,17444,STATIONERY,PEN,2352
,560300,22436,12 COLOURED PARTY BALLOONS,20,7/18/2024 10:29,0.65,14911,,,
,561795,22436,12 COLOURED PARTY BALLOONS,20,7/29/2024 13:28,0.65,12716,,,
MC229,560451,22906,12 MESSAGE CARDS WITH ENVELOPES,12,7/19/2024 9:50,1.65,14911,ACCESSORIES,MESSAGE CARD,2958
PEN209,559557,20984,12 PENCILS TALL TUBE POSY,24,7/11/2024 10:33,0.29,17444,STATIONERY,PEN,2376
PEN209,561870,20984,12 PENCILS TALL TUBE POSY,24,7/31/2024 11:45,0.29,14911,STATIONERY,PEN,2352
PEN209,560445,20983,12 PENCILS TALL TUBE RED RETROSPOT,96,7/19/2024 9:08,0.85,14156,STATIONERY,PEN,3792
PEN209,559362,20981,12 PENCILS TALL TUBE WOODLAND,12,7/8/2024 8:43,0.85,12635,STATIONERY,PEN,1676
PEN209,559928,20981,12 PENCILS TALL TUBE WOODLAND,12,7/14/2024 8:52,0.85,12405,STATIONERY,PEN,1664
PEN209,560590,20981,12 PENCILS TALL TUBE WOODLAND,12,7/19/2024 15:55,0.85,12560,STATIONERY,PEN,1652
,558864,23253,16 PIECE CUTLERY SET PANTRY DESIGN,4,7/4/2024 12:38,15.95,,,,
,558684,23124,18PC WOODEN CUTLERY SET DISPOSABLE,16,7/1/2024 11:29,1.25,14016,,,
,558813,23124,18PC WOODEN CUTLERY SET DISPOSABLE,16,7/4/2024 11:42,1.25,12682,,,
,560445,23124,18PC WOODEN CUTLERY SET DISPOSABLE,80,7/19/2024 9:08,1.25,14156,,,
,560041,22567,20 DOLLY PEGS RETROSPOT,12,7/14/2024 14:46,1.45,14156,,,
,561468,22315,200 RED + WHITE BENDY STRAWS,60,7/27/2024 13:00,1.25,12709,,,
HH222,560211,22244,3 HOOK HANGER MAGIC GARDEN,12,7/15/2024 14:34,1.95,12621,UTENSIL,HOOK HANGER,138
HH222,561870,22244,3 HOOK HANGER MAGIC GARDEN,12,7/31/2024 11:45,1.95,14911,UTENSIL,HOOK HANGER,126
,561194,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,7/25/2024 13:54,2.1,13814,,,
FC221,560491,22150,3 STRIPEY MICE FELTCRAFT,1,7/19/2024 10:51,1.95,12415,ACCESSORIES,FELTCRAFT,734
FC221,C560540,22150,3 STRIPEY MICE FELTCRAFT,1,7/19/2024 12:26,1.95,12415,ACCESSORIES,FELTCRAFT,733
FC221,561094,22150,3 STRIPEY MICE FELTCRAFT,6,7/25/2024 10:04,1.95,12474,ACCESSORIES,FELTCRAFT,727
CK227,560445,22839,3 TIER CAKE TIN GREEN AND CREAM,12,7/19/2024 9:08,12.75,14156,KITCHENWARE,CAKE CASE,441
