product_id,invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,product_group,product_name,stock
CD537,579553,72800B, 4 PURPLE FLOCK DINNER CANDLES,6,11/30/2024 10:54,2.55,14156,ACCESSORIES,CANDLES,44
,574097,23345, DOLLY GIRL BEAKER,12,11/3/2024 9:56,1.25,12471,,,
,574862,23345, DOLLY GIRL BEAKER,12,11/7/2024 12:27,1.25,12408,,,
,578469,23345, DOLLY GIRL BEAKER,12,11/24/2024 12:36,1.25,12471,,,
,576927,23391, I LOVE LONDON MINI BACKPACK,4,11/17/2024 11:02,4.15,12567,,,
,574442,23472, NINE DRAWER OFFICE TIDY,2,11/4/2024 11:40,14.95,12704,,,
,578541,23472, NINE DRAWER OFFICE TIDY,2,11/24/2024 15:01,14.95,14277,,,
,579069,23472, NINE DRAWER OFFICE TIDY,2,11/28/2024 10:31,14.95,14911,,,
,576672,23007, SPACEBOY BABY GIFT SET,6,11/16/2024 11:59,14.95,12731,,,
PEN209,575787,22418,10 COLOUR SPACEBOY PEN,24,11/11/2024 11:18,0.85,12518,STATIONERY,PEN,2136
PEN209,575896,22418,10 COLOUR SPACEBOY PEN,24,11/11/2024 14:52,0.85,12480,STATIONERY,PEN,2112
,579792,22436,12 COLOURED PARTY BALLOONS,20,11/30/2024 15:43,0.65,12714,,,
PNT224,575728,22282,12 EGG HOUSE PAINTED WOOD,4,11/10/2024 19:40,12.75,14911,STATIONERY,PAINT,1988
PNT224,577479,22282,12 EGG HOUSE PAINTED WOOD,8,11/20/2024 11:34,10.95,14911,STATIONERY,PAINT,1980
PNT224,578105,22282,12 EGG HOUSE PAINTED WOOD,3,11/23/2024 8:47,12.75,14911,STATIONERY,PAINT,1977
PEN209,573868,20973,12 PENCIL SMALL TUBE WOODLAND,24,11/1/2024 12:18,0.65,12491,STATIONERY,PEN,4002
PEN209,573868,20973,12 PENCIL SMALL TUBE WOODLAND,72,11/1/2024 12:18,0.65,12491,STATIONERY,PEN,3930
PEN209,575629,20973,12 PENCIL SMALL TUBE WOODLAND,24,11/10/2024 13:34,0.65,12599,STATIONERY,PEN,3906
PEN209,575692,20973,12 PENCIL SMALL TUBE WOODLAND,5,11/10/2024 16:27,0.65,12508,STATIONERY,PEN,3901
PEN209,575871,20973,12 PENCIL SMALL TUBE WOODLAND,24,11/11/2024 12:52,0.65,14911,STATIONERY,PEN,3877
PEN209,575886,20973,12 PENCIL SMALL TUBE WOODLAND,8,11/11/2024 13:57,0.65,12517,STATIONERY,PEN,3869
PEN209,579152,20973,12 PENCIL SMALL TUBE WOODLAND,24,11/28/2024 13:26,0.65,12479,STATIONERY,PEN,3845
PEN209,575629,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,11/10/2024 13:34,0.65,12599,STATIONERY,PEN,3304
PEN209,575692,20975,12 PENCILS SMALL TUBE RED RETROSPOT,5,11/10/2024 16:27,0.65,12508,STATIONERY,PEN,3299
PEN209,575886,20975,12 PENCILS SMALL TUBE RED RETROSPOT,12,11/11/2024 13:57,0.65,12517,STATIONERY,PEN,3287
PEN209,574501,20974,12 PENCILS SMALL TUBE SKULL,6,11/4/2024 13:15,0.65,12577,STATIONERY,PEN,2240
PEN209,575692,20974,12 PENCILS SMALL TUBE SKULL,5,11/10/2024 16:27,0.65,12508,STATIONERY,PEN,2235
PEN209,575886,20974,12 PENCILS SMALL TUBE SKULL,4,11/11/2024 13:57,0.65,12517,STATIONERY,PEN,2231
