product_id,invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,product_group,product_name,stock
GBG207,570189,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,10/7/2024 15:15,1.25,12492,BAG,GIFT BAG,1530
GBG207,571328,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,10/17/2024 11:27,1.25,12473,BAG,GIFT BAG,1518
GBG207,571658,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,10/18/2024 12:48,1.25,12621,BAG,GIFT BAG,1506
GBG207,573289,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,10/28/2024 14:44,1.25,12705,BAG,GIFT BAG,1494
,569496,23345, DOLLY GIRL BEAKER,12,10/4/2024 13:45,1.25,12395,,,
,569844,23345, DOLLY GIRL BEAKER,12,10/6/2024 13:30,1.25,12626,,,
,570640,23345, DOLLY GIRL BEAKER,12,10/11/2024 12:38,1.25,12474,,,
,571034,23345, DOLLY GIRL BEAKER,12,10/13/2024 12:47,1.25,12359,,,
,571745,23345, DOLLY GIRL BEAKER,12,10/19/2024 10:48,1.25,14911,,,
,569332,23391, I LOVE LONDON MINI BACKPACK,3,10/3/2024 13:46,4.15,12637,,,
,569686,23391, I LOVE LONDON MINI BACKPACK,4,10/5/2024 14:50,4.15,12719,,,
,570718,23391, I LOVE LONDON MINI BACKPACK,4,10/12/2024 10:36,4.15,12518,,,
,571034,23391, I LOVE LONDON MINI BACKPACK,4,10/13/2024 12:47,4.15,12359,,,
,571034,23472, NINE DRAWER OFFICE TIDY,4,10/13/2024 12:47,14.95,12359,,,
GBG207,570189,23438, RED SPOT GIFT BAG LARGE,12,10/7/2024 15:15,1.25,12492,BAG,GIFT BAG,116
,570640,23007, SPACEBOY BABY GIFT SET,1,10/11/2024 12:38,16.95,12474,,,
,570672,23007, SPACEBOY BABY GIFT SET,3,10/11/2024 14:52,16.95,12536,,,
,571240,23007, SPACEBOY BABY GIFT SET,1,10/14/2024 14:55,16.95,12562,,,
,571864,23007, SPACEBOY BABY GIFT SET,24,10/19/2024 13:49,14.95,12731,,,
,572887,23007, SPACEBOY BABY GIFT SET,1,10/26/2024 13:47,16.95,12362,,,
,571745,23411, TRELLIS COAT RACK,6,10/19/2024 10:48,4.95,14911,,,
PEN209,569844,22418,10 COLOUR SPACEBOY PEN,24,10/6/2024 13:30,0.85,12626,STATIONERY,PEN,2184
PEN209,569893,22418,10 COLOUR SPACEBOY PEN,24,10/6/2024 15:51,0.85,12627,STATIONERY,PEN,2160
,571187,22436,12 COLOURED PARTY BALLOONS,20,10/14/2024 11:39,0.65,12380,,,
,571328,22436,12 COLOURED PARTY BALLOONS,20,10/17/2024 11:27,0.65,12473,,,
PNT224,570839,22282,12 EGG HOUSE PAINTED WOOD,4,10/12/2024 14:08,12.75,14911,STATIONERY,PAINT,1992
PEN209,570189,20973,12 PENCIL SMALL TUBE WOODLAND,24,10/7/2024 15:15,0.65,12492,STATIONERY,PEN,4098
PEN209,571308,20973,12 PENCIL SMALL TUBE WOODLAND,24,10/17/2024 10:10,0.65,12475,STATIONERY,PEN,4074
PEN209,571658,20973,12 PENCIL SMALL TUBE WOODLAND,48,10/18/2024 12:48,0.65,12621,STATIONERY,PEN,4026
PEN209,570007,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,10/7/2024 9:26,0.65,12519,STATIONERY,PEN,3400
PEN209,570026,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,10/7/2024 10:37,0.65,12781,STATIONERY,PEN,3376
PEN209,571308,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,10/17/2024 10:10,0.65,12475,STATIONERY,PEN,3352
PEN209,571328,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,10/17/2024 11:27,0.65,12473,STATIONERY,PEN,3328
PEN209,569844,20974,12 PENCILS SMALL TUBE SKULL,24,10/6/2024 13:30,0.65,12626,STATIONERY,PEN,2294
PEN209,570020,20974,12 PENCILS SMALL TUBE SKULL,24,10/7/2024 10:18,0.65,12684,STATIONERY,PEN,2270
PEN209,570026,20974,12 PENCILS SMALL TUBE SKULL,24,10/7/2024 10:37,0.65,12781,STATIONERY,PEN,2246
PEN209,570672,20984,12 PENCILS TALL TUBE POSY,24,10/11/2024 14:52,0.29,12536,STATIONERY,PEN,2256
PEN209,570839,20984,12 PENCILS TALL TUBE POSY,24,10/12/2024 14:08,0.29,14911,STATIONERY,PEN,2232
PEN209,570875,20984,12 PENCILS TALL TUBE POSY,24,10/12/2024 17:00,0.29,12667,STATIONERY,PEN,2208
LD217,570016,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,4,10/7/2024 10:06,7.95,14911,ELECTRONIC,LED,760
LD217,571425,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,4,10/17/2024 12:41,7.95,14911,ELECTRONIC,LED,756
LD217,572069,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,10/20/2024 13:24,7.95,14911,ELECTRONIC,LED,754
LD217,572124,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,10/21/2024 8:47,6.95,14156,ELECTRONIC,LED,742
LD217,573391,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,10/30/2024 14:57,6.95,14911,ELECTRONIC,LED,730
