product_id,invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,product_group,product_name,stock
GBG207,580126,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,12/1/2024 17:20,1.25,12562,BAG,GIFT BAG,1482
,580160,23345, DOLLY GIRL BEAKER,24,12/2/2024 10:47,1.25,12700,,,
,581179,23345, DOLLY GIRL BEAKER,12,12/7/2024 15:43,1.25,12471,,,
,580979,23391, I LOVE LONDON MINI BACKPACK,4,12/6/2024 15:40,4.15,12362,,,
,580965,23007, SPACEBOY BABY GIFT SET,1,12/6/2024 14:52,16.95,12417,,,
PNT224,581433,22282,12 EGG HOUSE PAINTED WOOD,2,12/8/2024 15:54,12.75,14911,STATIONERY,PAINT,1975
PEN209,579910,20973,12 PENCIL SMALL TUBE WOODLAND,24,12/1/2024 8:52,0.65,14911,STATIONERY,PEN,3821
PEN209,580752,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,12/6/2024 9:56,0.85,12478,STATIONERY,PEN,3588
PEN209,580752,20982,12 PENCILS TALL TUBE SKULLS,12,12/6/2024 9:56,0.85,12478,STATIONERY,PEN,852
,581098,22567,20 DOLLY PEGS RETROSPOT,12,12/7/2024 11:42,1.45,14911,,,
,581433,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,4,12/8/2024 15:54,8.95,14911,,,
HH222,581433,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,12/8/2024 15:54,8.5,14911,UTENSIL,HOOK HANGER,37
,581266,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,12,12/8/2024 11:25,2.1,12621,,,
BXS229,579910,85034C,3 ROSE MORRIS BOXED CANDLES,24,12/1/2024 8:52,1.25,14911,BOX,BOXES,400
PEN209,C580714,20979,36 PENCILS TUBE RED RETROSPOT,4,12/5/2024 16:39,1.25,12479,STATIONERY,PEN,6050
PEN209,C580740,20979,36 PENCILS TUBE RED RETROSPOT,12,12/6/2024 9:25,1.25,12479,STATIONERY,PEN,6038
PEN209,C581409,20979,36 PENCILS TUBE RED RETROSPOT,3,12/8/2024 14:08,1.25,12476,STATIONERY,PEN,6035
PEN209,C580740,20978,36 PENCILS TUBE SKULLS,16,12/6/2024 9:25,1.25,12479,STATIONERY,PEN,6721
CD537,580756,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,12,12/6/2024 10:19,0.79,12723,ACCESSORIES,CANDLES,258
,580144,22620,4 TRADITIONAL SPINNING TOPS,12,12/2/2024 9:53,1.45,12684,,,
,581171,22620,4 TRADITIONAL SPINNING TOPS,12,12/7/2024 15:02,1.45,12615,,,
PNT224,581006,22283,6 EGG HOUSE PAINTED WOOD,4,12/7/2024 8:45,7.95,14911,STATIONERY,PAINT,426
PNT224,581433,22283,6 EGG HOUSE PAINTED WOOD,2,12/8/2024 15:54,7.95,14911,STATIONERY,PAINT,424
,580126,23354,6 GIFT TAGS 50'S CHRISTMAS ,24,12/1/2024 17:20,0.83,12562,,,
,580648,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,12/5/2024 13:15,0.83,12628,,,
RB220,581266,22075,6 RIBBONS ELEGANT CHRISTMAS ,24,12/8/2024 11:25,0.39,12621,ACCESSORIES,RIBBON,380
RB220,581266,22077,6 RIBBONS RUSTIC CHARM,12,12/8/2024 11:25,1.95,12621,ACCESSORIES,RIBBON,4084
RB220,581574,22077,6 RIBBONS RUSTIC CHARM,12,12/9/2024 12:09,1.95,12526,ACCESSORIES,RIBBON,4072
RB220,581266,22074,6 RIBBONS SHIMMERING PINKS ,24,12/8/2024 11:25,0.39,12621,ACCESSORIES,RIBBON,423
