product_id,invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,product_group,product_name,stock
GBG207,564972,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,8/31/2024 15:30,1.25,12621,BAG,GIFT BAG,1590
,562275,23345, DOLLY GIRL BEAKER,12,8/4/2024 10:04,1.25,12689,,,
,562370,23345, DOLLY GIRL BEAKER,12,8/4/2024 14:20,1.25,12626,,,
,562450,23345, DOLLY GIRL BEAKER,12,8/5/2024 8:40,1.25,12562,,,
,562602,23345, DOLLY GIRL BEAKER,12,8/8/2024 10:11,1.25,12865,,,
,563037,23345, DOLLY GIRL BEAKER,12,8/11/2024 15:02,1.25,12362,,,
,563614,23345, DOLLY GIRL BEAKER,200,8/18/2024 8:51,1.08,12415,,,
,564372,23345, DOLLY GIRL BEAKER,12,8/25/2024 9:55,1.25,12714,,,
,564378,23345, DOLLY GIRL BEAKER,12,8/25/2024 10:26,1.25,12417,,,
,564670,23345, DOLLY GIRL BEAKER,12,8/26/2024 15:44,1.25,12683,,,
GBG207,564972,23438, RED SPOT GIFT BAG LARGE,12,8/31/2024 15:30,1.25,12621,BAG,GIFT BAG,200
,562370,23007, SPACEBOY BABY GIFT SET,6,8/4/2024 14:20,14.95,12626,,,
,563288,23007, SPACEBOY BABY GIFT SET,2,8/15/2024 12:53,16.95,12656,,,
PEN209,562450,22418,10 COLOUR SPACEBOY PEN,24,8/5/2024 8:40,0.85,12562,STATIONERY,PEN,2328
PEN209,563540,22418,10 COLOUR SPACEBOY PEN,24,8/17/2024 12:04,0.85,12473,STATIONERY,PEN,2304
PEN209,564140,22418,10 COLOUR SPACEBOY PEN,24,8/23/2024 11:47,0.85,12621,STATIONERY,PEN,2280
PEN209,564372,22418,10 COLOUR SPACEBOY PEN,24,8/25/2024 9:55,0.85,12714,STATIONERY,PEN,2256
MC229,562960,22906,12 MESSAGE CARDS WITH ENVELOPES,12,8/11/2024 10:22,1.65,14911,ACCESSORIES,MESSAGE CARD,2946
MC229,564372,22906,12 MESSAGE CARDS WITH ENVELOPES,12,8/25/2024 9:55,1.65,12714,ACCESSORIES,MESSAGE CARD,2934
PEN209,563355,20984,12 PENCILS TALL TUBE POSY,24,8/15/2024 14:39,0.29,14156,STATIONERY,PEN,2328
PEN209,563037,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,8/11/2024 15:02,0.85,12362,STATIONERY,PEN,3780
PEN209,564638,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,8/26/2024 12:54,0.85,13812,STATIONERY,PEN,3768
PEN209,563037,20981,12 PENCILS TALL TUBE WOODLAND,12,8/11/2024 15:02,0.85,12362,STATIONERY,PEN,1640
PEN209,563540,20981,12 PENCILS TALL TUBE WOODLAND,12,8/17/2024 12:04,0.85,12473,STATIONERY,PEN,1628
PEN209,564638,20981,12 PENCILS TALL TUBE WOODLAND,12,8/26/2024 12:54,0.85,13812,STATIONERY,PEN,1616
PEN209,564853,20981,12 PENCILS TALL TUBE WOODLAND,12,8/31/2024 8:55,0.85,12423,STATIONERY,PEN,1604
