product_id,invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,product_group,product_name,stock
TW210,555547,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,6/5/2024 13:13,3.25,12681,CLOTH,TOWELS,138
,555574,23007, SPACEBOY BABY GIFT SET,1,6/5/2024 15:46,16.95,12417,,,
,556259,23007, SPACEBOY BABY GIFT SET,1,6/9/2024 17:53,16.95,12721,,,
,556507,23007, SPACEBOY BABY GIFT SET,4,6/13/2024 9:55,16.95,12567,,,
,557247,23007, SPACEBOY BABY GIFT SET,6,6/17/2024 15:09,14.95,12731,,,
PEN209,555162,22418,10 COLOUR SPACEBOY PEN,24,6/1/2024 10:15,0.85,12473,STATIONERY,PEN,2616
PEN209,556917,22418,10 COLOUR SPACEBOY PEN,48,6/15/2024 13:37,0.85,12415,STATIONERY,PEN,2568
PEN209,556927,22418,10 COLOUR SPACEBOY PEN,96,6/15/2024 14:47,0.85,14156,STATIONERY,PEN,2472
PEN209,558046,22418,10 COLOUR SPACEBOY PEN,24,6/24/2024 13:47,0.85,,STATIONERY,PEN,2448
,555523,22436,12 COLOURED PARTY BALLOONS,20,6/5/2024 11:36,0.65,12468,,,
MC229,555383,22906,12 MESSAGE CARDS WITH ENVELOPES,6,6/2/2024 15:13,1.65,12517,ACCESSORIES,MESSAGE CARD,2994
MC229,558045,22906,12 MESSAGE CARDS WITH ENVELOPES,12,6/24/2024 13:35,1.65,12615,ACCESSORIES,MESSAGE CARD,2982
MC229,558067,22906,12 MESSAGE CARDS WITH ENVELOPES,12,6/24/2024 15:51,1.65,14156,ACCESSORIES,MESSAGE CARD,2970
PEN209,555383,20973,12 PENCIL SMALL TUBE WOODLAND,6,6/2/2024 15:13,0.65,12517,STATIONERY,PEN,4122
PEN209,555383,20974,12 PENCILS SMALL TUBE SKULL,4,6/2/2024 15:13,0.65,12517,STATIONERY,PEN,2366
PEN209,557734,20974,12 PENCILS SMALL TUBE SKULL,48,6/22/2024 11:20,0.65,12684,STATIONERY,PEN,2318
PEN209,556917,20984,12 PENCILS TALL TUBE POSY,240,6/15/2024 13:37,0.29,12415,STATIONERY,PEN,2448
PEN209,557759,20984,12 PENCILS TALL TUBE POSY,48,6/22/2024 13:52,0.29,14156,STATIONERY,PEN,2400
PEN209,558334,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,6/28/2024 13:11,0.85,12599,STATIONERY,PEN,3888
PEN209,558388,20982,12 PENCILS TALL TUBE SKULLS,12,6/29/2024 10:00,0.85,,STATIONERY,PEN,864
PEN209,555162,20981,12 PENCILS TALL TUBE WOODLAND,12,6/1/2024 10:15,0.85,12473,STATIONERY,PEN,1704
PEN209,C555881,20981,12 PENCILS TALL TUBE WOODLAND,4,6/7/2024 15:37,0.85,12473,STATIONERY,PEN,1700
PEN209,558388,20981,12 PENCILS TALL TUBE WOODLAND,12,6/29/2024 10:00,0.85,,STATIONERY,PEN,1688
,556509,23253,16 PIECE CUTLERY SET PANTRY DESIGN,2,6/13/2024 10:33,15.95,12708,,,
,557627,23124,18PC WOODEN CUTLERY SET DISPOSABLE,16,6/21/2024 14:30,1.25,12583,,,
,558067,23124,18PC WOODEN CUTLERY SET DISPOSABLE,32,6/24/2024 15:51,1.25,14156,,,
,C557663,22567,20 DOLLY PEGS RETROSPOT,-9,6/21/2024 17:59,1.25,,,,
HH222,555553,22244,3 HOOK HANGER MAGIC GARDEN,12,6/5/2024 13:45,1.95,12662,UTENSIL,HOOK HANGER,150
,556127,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,12,6/9/2024 10:23,2.1,12406,,,
,557885,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,6/23/2024 13:37,2.1,12465,,,
FC221,555383,22150,3 STRIPEY MICE FELTCRAFT,2,6/2/2024 15:13,1.95,12517,ACCESSORIES,FELTCRAFT,855
FC221,556917,22150,3 STRIPEY MICE FELTCRAFT,120,6/15/2024 13:37,1.65,12415,ACCESSORIES,FELTCRAFT,735
CK227,555542,22838,3 TIER CAKE TIN RED AND CREAM,2,6/5/2024 12:51,14.95,15108,KITCHENWARE,CAKE CASE,139
,555282,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,12,6/2/2024 9:04,2.1,12709,,,
,555531,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,24,6/5/2024 11:53,2.1,12678,,,
,556127,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,12,6/9/2024 10:23,2.1,12406,,,
